click_timestamp,campaign_id,keyword_id,click_id,click_cost
2025-05-11 19:09:14,pureform_athleticpush_may2025,8372,55775,0.97
2025-05-12 1:10:04,pureform_athleticpush_may2025,8372,37325,0.98
2025-05-13 16:20:15,pureform_athleticpush_may2025,3037,52885,2.16
2025-05-13 21:17:26,pureform_athleticpush_may2025,3037,13967,2.02
2025-05-14 13:12:15,pureform_athleticpush_may2025,3048,16516,1.26
2025-05-16 5:27:38,pureform_athleticpush_may2025,4562,76643,2.24
2025-05-22 2:18:12,pureform_athleticpush_may2025,4562,90661,2.16
2025-05-22 5:35:00,casamira_kitchenware_seasonallaunch,6512,68885,1.75
2025-05-22 17:23:01,casamira_kitchenware_seasonallaunch,6512,88736,1.72
2025-05-23 8:17:31,pureform_athleticpush_may2025,8372,40202,1.03
2025-05-24 21:05:57,casamira_kitchenware_seasonallaunch,2327,80629,1.84
2025-05-25 17:30:02,pureform_athleticpush_may2025,3048,17181,1.29
2025-05-25 19:51:03,pureform_athleticpush_may2025,4562,40025,1.95
2025-05-26 5:45:03,pureform_athleticpush_may2025,8423,32310,1.66
2025-05-27 0:44:11,pureform_athleticpush_may2025,3048,41159,1.25
2025-05-27 3:20:31,pureform_athleticpush_may2025,8423,97889,1.53
2025-05-27 16:03:17,casamira_kitchenware_seasonallaunch,2631,10605,1.96
2025-05-28 6:02:43,casamira_kitchenware_seasonallaunch,3832,81273,0.97
2025-05-28 23:46:25,pureform_athleticpush_may2025,4562,75400,2.01
2025-05-31 16:35:13,casamira_kitchenware_seasonallaunch,9177,58051,1.09
2025-06-02 23:06:54,casamira_kitchenware_seasonallaunch,2631,38275,2.53
2025-06-07 4:43:17,casamira_kitchenware_seasonallaunch,6512,96925,1.83
2025-06-07 13:41:47,casamira_kitchenware_seasonallaunch,9177,50955,1.14
2025-06-11 7:26:18,casamira_kitchenware_seasonallaunch,9177,87566,0.98
2025-06-11 9:16:42,casamira_kitchenware_seasonallaunch,9177,97050,1.15
2025-06-14 18:51:13,casamira_kitchenware_seasonallaunch,3832,32358,1.07
2025-06-17 7:25:38,casamira_kitchenware_seasonallaunch,9177,22281,0.93
2025-06-22 2:21:18,casamira_kitchenware_seasonallaunch,3832,26656,1.24
2025-06-22 16:34:11,casamira_kitchenware_seasonallaunch,2327,88408,1.73
2025-06-25 21:53:41,casamira_kitchenware_seasonallaunch,2327,77220,1.98
2025-06-28 1:27:55,casamira_kitchenware_seasonallaunch,2631,62054,2.33
