date,campaign_id,campaign_name,keyword_id,keyword_search_term,device,article_id,article_title,article_author,total_cost,total_revenue,total_clicks,total_impressions
2024-09-20,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,5071,flannel shirts sale,mobile,6057959,Top Flannel Shirt Styles for Fall,Quinn Clark,1.22,14.53,1,6
2024-09-23,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,5004,cozy fall outfits women,desktop,1751187,How to Mix and Match Cozy Fall Pieces,Taylor Smith,1.22,15.18,1,14
2024-09-24,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,5004,cozy fall outfits women,desktop,9344651,Fall Wardrobe Staples for Women,Taylor Smith,1.15,8.27,1,39
2024-09-24,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,5071,flannel shirts sale,mobile,6057959,Top Flannel Shirt Styles for Fall,Quinn Clark,1.04,15.51,1,15
2024-09-25,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,9277,autumn wardrobe essentials,tablet,1596470,Fall Fashion Staples You Can’t Miss,Casey Brown,1.08,9.69,1,19
2024-09-25,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,9277,autumn wardrobe essentials,tablet,9818936,Must-Have Autumn Wardrobe Essentials,Dakota Garcia,1.52,15.18,1,19
2024-09-26,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,9277,autumn wardrobe essentials,tablet,1596470,Fall Fashion Staples You Can’t Miss,Casey Brown,1.12,15.23,1,32
2024-09-27,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,5004,cozy fall outfits women,desktop,9344651,Fall Wardrobe Staples for Women,Taylor Smith,1.42,12.12,1,37
2024-09-28,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,2783,fleece hoodie discount,tablet,3123632,How to Style Fleece Hoodies for Everyday Wear,Avery Martinez,1.84,13.03,1,10
2024-09-29,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,2783,fleece hoodie discount,tablet,4195556,Fleece Hoodies That Combine Comfort and Style,Payton Green,1.67,10.36,1,34
2024-09-29,cozythreads_fallretargeting_q3,Cozythreads Fallretargeting Q3,3108,soft cotton sweater,tablet,2588835,Choosing the Softest Cotton Sweaters for Comfort,Hayden Walker,2.08,6.03,1,23
2024-10-20,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3224,rustic candles online,desktop,1825322,How to Choose the Right Scent and Style,Devon Scott,1.85,17.38,1,16
2024-10-29,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4794,warm lighting decor,tablet,7946512,How to Light Your Home for Maximum Comfort,Riley Wilson,1.25,5.39,1,40
2024-11-01,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3649,holiday décor sale,desktop,8873518,Tips for Decorating on a Budget,Jordan Lee,1.37,10.5,1,21
2024-11-01,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4797,cozy home gift ideas,tablet,3691405,How to Pick the Perfect Gift for a Warm Home,Taylor Smith,2.45,17.82,1,14
2024-11-05,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3224,rustic candles online,desktop,4485380,Rustic Candles Online to Elevate Your Home,Morgan Davis,2.1,11.45,1,18
2024-11-06,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,2382,winter comfort essentials,tablet,5726731,How to Stay Warm This Winter in Style,Cameron White,2.03,13.63,1,28
2024-11-06,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,3767,luxury winter robes,tablet,2059600,Winter Robe Styles You’ll Love,Dakota Garcia,1.38,3.9,1,22
2024-11-09,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3224,rustic candles online,desktop,1825322,How to Choose the Right Scent and Style,Devon Scott,1.95,3.26,1,36
2024-11-09,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,2913,warm pajamas for women,mobile,7931656,Best Pajamas for Cold Nights,Riley Wilson,1.05,14.56,1,44
2024-11-16,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4794,warm lighting decor,tablet,1221696,Warm Lighting Decor Ideas to Create Ambiance,Jordan Lee,1.12,18.65,1,9
2024-11-16,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,2652,holiday outfit inspiration,mobile,4863488,Holiday Outfit Inspiration for Parties and Gatherings,Hayden Walker,2.34,12.49,1,36
2024-11-16,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,3945,new year’s party outfits,desktop,2195085,How to Dress to Impress for Celebrations,Morgan Davis,2.06,3.51,1,21
2024-11-17,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,6678,heated throws online,mobile,1248956,Best Heated Throws Available Online,Parker Hall,1.62,13.06,1,33
2024-11-18,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3224,rustic candles online,desktop,4485380,Rustic Candles Online to Elevate Your Home,Morgan Davis,1.93,1.69,1,39
2024-11-19,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,3767,luxury winter robes,tablet,1726224,Best Luxury Winter Robes for Chilly Nights,Jordan Lee,1.13,15.62,1,33
2024-11-20,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,5868,velvet dresses 2024,mobile,8264409,How to Style Velvet for Every Occasion,Hayden Walker,2.41,2.55,1,33
2024-11-21,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,5868,velvet dresses 2024,mobile,3877930,Velvet Dresses That Will Turn Heads,Devon Scott,2.33,10.9,1,32
2024-11-24,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,2382,winter comfort essentials,tablet,9240757,Cozy Up: Winter Essentials Guide,Sydney Lewis,2.61,7.65,1,41
2024-11-24,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,2025,winter lookbook women,desktop,8740993,How to Layer and Accessorize for Cold Weather,Morgan Davis,1.77,12.06,1,14
2024-11-25,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3224,rustic candles online,desktop,4485380,Rustic Candles Online to Elevate Your Home,Morgan Davis,2.15,1.13,1,5
2024-11-26,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,2025,winter lookbook women,desktop,8740993,How to Layer and Accessorize for Cold Weather,Morgan Davis,1.79,7.26,1,19
2024-11-27,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,2652,holiday outfit inspiration,mobile,1935126,How to Dress Festively This Season,Devon Scott,1.87,7.61,1,32
2024-11-28,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3649,holiday décor sale,desktop,8873518,Tips for Decorating on a Budget,Jordan Lee,1.45,16.53,1,6
2024-11-30,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,3945,new year’s party outfits,desktop,3253508,New Year’s Party Outfits to Ring in the Year,Casey Brown,1.48,14.54,1,50
2024-12-02,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,2913,warm pajamas for women,mobile,7931656,Best Pajamas for Cold Nights,Riley Wilson,1.29,1.23,1,6
2024-12-04,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4689,winter home accents,tablet,7496650,Winter Home Accents to Brighten Your Space,Parker Hall,2.34,10.79,1,38
2024-12-04,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4689,winter home accents,tablet,9523416,Transform Your Home with Seasonal Decor,Skyler Wright,2.68,12.28,1,36
2024-12-04,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,2025,winter lookbook women,desktop,9029582,Winter Lookbook for Women: Trendy Styles,Jamie Thompson,2.51,8.24,1,41
2024-12-05,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,4032,cozy blanket sets,mobile,1218019,Cozy Blanket Sets to Transform Your Living Room,Emerson Young,2.46,1.18,1,46
2024-12-07,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,4822,festive fashion ideas,mobile,1116799,Tips for Creating Holiday Looks That Shine,Riley Wilson,1.66,6.06,1,29
2024-12-08,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3649,holiday décor sale,desktop,8873518,Tips for Decorating on a Budget,Jordan Lee,1.44,17.4,1,36
2024-12-08,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,2913,warm pajamas for women,mobile,9087575,Top Warm Pajamas for Women,Dakota Garcia,1.01,6.2,1,5
2024-12-09,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,6678,heated throws online,mobile,1248956,Best Heated Throws Available Online,Parker Hall,1.58,18.17,1,45
2024-12-12,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,3945,new year’s party outfits,desktop,2195085,How to Dress to Impress for Celebrations,Morgan Davis,1.88,17.37,1,7
2024-12-13,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,3767,luxury winter robes,tablet,1726224,Best Luxury Winter Robes for Chilly Nights,Jordan Lee,1.41,9.09,1,16
2024-12-13,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,4032,cozy blanket sets,mobile,9673896,Top Cozy Blankets for Winter,Hayden Walker,2.52,9.67,1,21
2024-12-14,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,4822,festive fashion ideas,mobile,1116799,Tips for Creating Holiday Looks That Shine,Riley Wilson,1.61,13.43,1,32
2024-12-15,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,5868,velvet dresses 2024,mobile,3877930,Velvet Dresses That Will Turn Heads,Devon Scott,2.02,19.62,1,6
2024-12-16,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,2382,winter comfort essentials,tablet,9240757,Cozy Up: Winter Essentials Guide,Sydney Lewis,2.55,7.39,1,21
2024-12-16,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,4032,cozy blanket sets,mobile,1218019,Cozy Blanket Sets to Transform Your Living Room,Emerson Young,1.94,13.66,1,16
2024-12-17,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4689,winter home accents,tablet,7496650,Winter Home Accents to Brighten Your Space,Parker Hall,2.55,3.86,1,28
2024-12-17,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,6678,heated throws online,mobile,1248956,Best Heated Throws Available Online,Parker Hall,1.52,6.15,1,11
2024-12-18,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,2025,winter lookbook women,desktop,8740993,How to Layer and Accessorize for Cold Weather,Morgan Davis,2.41,10.58,1,27
2024-12-19,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4797,cozy home gift ideas,tablet,6286170,Cozy Home Gift Ideas for Friends and Family,Dakota Garcia,2.08,19.86,1,17
2024-12-19,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,2382,winter comfort essentials,tablet,5726731,How to Stay Warm This Winter in Style,Cameron White,2.17,11.96,1,49
2024-12-19,lunaluxe_winterwarmers_display,Lunaluxe Winterwarmers Display,4032,cozy blanket sets,mobile,1218019,Cozy Blanket Sets to Transform Your Living Room,Emerson Young,2.63,14.15,1,26
2024-12-19,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,3945,new year’s party outfits,desktop,3253508,New Year’s Party Outfits to Ring in the Year,Casey Brown,1.49,18.01,1,48
2024-12-20,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4794,warm lighting decor,tablet,7946512,How to Light Your Home for Maximum Comfort,Riley Wilson,1.16,3.65,1,11
2024-12-22,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,2652,holiday outfit inspiration,mobile,4863488,Holiday Outfit Inspiration for Parties and Gatherings,Hayden Walker,2.51,3.01,1,8
2024-12-22,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,4822,festive fashion ideas,mobile,1116799,Tips for Creating Holiday Looks That Shine,Riley Wilson,1.46,10.2,1,14
2024-12-23,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4797,cozy home gift ideas,tablet,6286170,Cozy Home Gift Ideas for Friends and Family,Dakota Garcia,2.63,4.52,1,38
2024-12-24,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4689,winter home accents,tablet,9523416,Transform Your Home with Seasonal Decor,Skyler Wright,2.13,3.99,1,21
2024-12-24,velvetpeak_holidaystyle_lookbook,Velvetpeak Holidaystyle Lookbook,3945,new year’s party outfits,desktop,3253508,New Year’s Party Outfits to Ring in the Year,Casey Brown,1.52,5.08,1,18
2024-12-26,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,3649,holiday décor sale,desktop,8873518,Tips for Decorating on a Budget,Jordan Lee,1.43,9.24,1,50
2024-12-30,hearthstone_decorgiftguide_q4,Hearthstone Decorgiftguide Q4,4689,winter home accents,tablet,9523416,Transform Your Home with Seasonal Decor,Skyler Wright,2.08,9.69,1,12
2025-01-05,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,5006,affordable storage bins,desktop,2377022,Affordable Storage Bins to Organize Your Home,Taylor Smith,2.5,4.47,1,24
2025-01-06,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,2364,modern kitchen essentials,desktop,5060969,Modern Kitchen Essentials to Upgrade Your Space,Jamie Thompson,1.15,4.69,1,18
2025-01-08,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,2364,modern kitchen essentials,desktop,3705900,Must-Have Tools for Every Home Chef,Taylor Smith,1.23,14.43,1,25
2025-01-09,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,4326,everyday cleaning tools,mobile,3917975,Everyday Cleaning Tools That Make Life Easier,Alex Johnson,1.43,19.3,1,42
2025-01-10,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,2364,modern kitchen essentials,desktop,5060969,Modern Kitchen Essentials to Upgrade Your Space,Jamie Thompson,1.38,1.02,1,9
2025-01-13,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,3978,home organization ideas,mobile,8053139,Home Organization Ideas That Work,Reagan Allen,2.07,10.53,1,30
2025-01-13,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,9538,minimalist cookware sets,mobile,6467011,How to Choose the Right Pots and Pans,Jordan Lee,1.78,17.73,1,25
2025-01-18,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,3978,home organization ideas,mobile,1648307,Tips to Declutter and Beautify Your Space,Payton Green,1.76,11.95,1,8
2025-01-18,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,3978,home organization ideas,mobile,8053139,Home Organization Ideas That Work,Reagan Allen,1.98,8.14,1,6
2025-01-21,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,9538,minimalist cookware sets,mobile,6467011,How to Choose the Right Pots and Pans,Jordan Lee,1.63,14.91,1,49
2025-01-22,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,5006,affordable storage bins,desktop,3047254,Creative Ideas for Clutter-Free Living,Alex Johnson,2.31,1.92,1,31
2025-01-22,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,9538,minimalist cookware sets,mobile,6467011,How to Choose the Right Pots and Pans,Jordan Lee,2,15.53,1,6
2025-01-23,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,9538,minimalist cookware sets,mobile,9023208,Minimalist Cookware Sets for Sleek Kitchens,Dakota Garcia,1.67,15.36,1,45
2025-01-25,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,2364,modern kitchen essentials,desktop,5060969,Modern Kitchen Essentials to Upgrade Your Space,Jamie Thompson,1.31,3.98,1,42
2025-01-26,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,4326,everyday cleaning tools,mobile,3917975,Everyday Cleaning Tools That Make Life Easier,Alex Johnson,1.41,17.49,1,43
2025-01-27,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,4326,everyday cleaning tools,mobile,3291057,How to Keep Your Home Sparkling,Riley Wilson,1.61,18.71,1,48
2025-01-27,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,5006,affordable storage bins,desktop,3047254,Creative Ideas for Clutter-Free Living,Alex Johnson,2.37,13.25,1,30
2025-01-28,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,3978,home organization ideas,mobile,1648307,Tips to Declutter and Beautify Your Space,Payton Green,1.86,15.43,1,11
2025-01-28,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,5006,affordable storage bins,desktop,3047254,Creative Ideas for Clutter-Free Living,Alex Johnson,1.84,17.82,1,47
2025-01-28,brightloft_homeessentials_performancemax,Brightloft Homeessentials Performancemax,9538,minimalist cookware sets,mobile,9023208,Minimalist Cookware Sets for Sleek Kitchens,Dakota Garcia,2.04,8.22,1,34
2025-02-01,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6375,best basic tees,mobile,6400149,Best Basic Tees for Your Wardrobe,Sydney Lewis,1.82,5.48,1,11
2025-02-03,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6861,everyday t shirts,tablet,1580010,How to Build a Basic Wardrobe Around Simple Tees,Emerson Young,1.13,11.52,1,13
2025-02-04,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,4547,casual workwear women,tablet,3152478,Casual Workwear for Women That Looks Professional,Avery Martinez,1.35,16,1,47
2025-02-06,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6375,best basic tees,mobile,6400149,Best Basic Tees for Your Wardrobe,Sydney Lewis,1.74,19.17,1,16
2025-02-08,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,9839,cotton pants online,desktop,2508366,How to Choose the Right Cotton Pants for Everyday Wear,Jamie Thompson,2.23,12.47,1,33
2025-02-10,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,4547,casual workwear women,tablet,3152478,Casual Workwear for Women That Looks Professional,Avery Martinez,1.49,17.66,1,42
2025-02-10,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6861,everyday t shirts,tablet,1580010,How to Build a Basic Wardrobe Around Simple Tees,Emerson Young,1.08,11.48,1,17
2025-02-11,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6375,best basic tees,mobile,6400149,Best Basic Tees for Your Wardrobe,Sydney Lewis,1.37,15.14,1,36
2025-02-12,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,4547,casual workwear women,tablet,9896060,Stylish Yet Comfortable Office Outfits,Taylor Smith,1.18,10.66,1,15
2025-02-13,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6375,best basic tees,mobile,6400149,Best Basic Tees for Your Wardrobe,Sydney Lewis,1.83,9.89,1,5
2025-02-16,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6861,everyday t shirts,tablet,3625666,Everyday T Shirts That Go With Everything,Sydney Lewis,1.12,8.95,1,11
2025-02-16,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6950,comfortable office wear,tablet,3070151,Tips for Dressing Well Without Sacrificing Comfort,Skyler Wright,2.4,9.99,1,44
2025-02-16,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,8903,sustainable fabric shirts,tablet,8340911,How to Incorporate Sustainable Shirts into Your Wardrobe,Dakota Garcia,1.68,12.7,1,8
2025-02-18,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3110,green apparel collection,desktop,5558440,How to Incorporate Eco-Friendly Fashion,Dakota Garcia,0.98,7.79,1,7
2025-02-19,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,4547,casual workwear women,tablet,9896060,Stylish Yet Comfortable Office Outfits,Taylor Smith,1.37,2.51,1,31
2025-02-19,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3110,green apparel collection,desktop,2567329,Sustainable Fashion Pieces Worth Trying,Reagan Allen,1.07,18.36,1,21
2025-02-22,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3870,recycled cotton hoodie,mobile,9167968,How to Wear Sustainable Hoodies in Style,Sydney Lewis,1.95,17.42,1,21
2025-02-22,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,8903,sustainable fabric shirts,tablet,8340911,How to Incorporate Sustainable Shirts into Your Wardrobe,Dakota Garcia,1.97,10.8,1,18
2025-02-23,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6950,comfortable office wear,tablet,3070151,Tips for Dressing Well Without Sacrificing Comfort,Skyler Wright,3.9,24.57,2,64
2025-02-24,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,9839,cotton pants online,desktop,2508366,How to Choose the Right Cotton Pants for Everyday Wear,Jamie Thompson,1.99,6.6,1,10
2025-02-25,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,9839,cotton pants online,desktop,5330249,Cotton Pants Online: Soft and Stylish,Skyler Wright,1.97,12.75,1,26
2025-02-26,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,6375,best basic tees,mobile,6400149,Best Basic Tees for Your Wardrobe,Sydney Lewis,1.55,14.21,1,28
2025-02-26,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3327,eco friendly clothing,mobile,9605678,How to Shop Responsibly,Alex Johnson,3.48,16.89,2,78
2025-02-27,everydayease_apparel_cpa_test,Everydayease Apparel Cpa Test,9839,cotton pants online,desktop,5330249,Cotton Pants Online: Soft and Stylish,Skyler Wright,1.99,11.06,1,13
2025-02-27,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3870,recycled cotton hoodie,mobile,9167968,How to Wear Sustainable Hoodies in Style,Sydney Lewis,2.2,12.08,1,50
2025-02-28,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3110,green apparel collection,desktop,5558440,How to Incorporate Eco-Friendly Fashion,Dakota Garcia,1.32,10.88,1,16
2025-03-02,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,2476,ethical fashion brands,mobile,4564224,Must-Know Brands for Ethical Fashion,Hayden Walker,1.24,18.81,1,24
2025-03-02,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,2476,ethical fashion brands,mobile,9593299,How to Build a Responsible Wardrobe,Devon Scott,1.35,17.12,1,35
2025-03-02,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,5462,men’s hiking footwear,tablet,2959153,Best Boots for Every Adventure,Payton Green,1.41,3.28,1,13
2025-03-03,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,8903,sustainable fabric shirts,tablet,8340911,How to Incorporate Sustainable Shirts into Your Wardrobe,Dakota Garcia,2.26,16.02,1,44
2025-03-05,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3327,eco friendly clothing,mobile,9041017,Stylish Eco-Friendly Outfits to Try,Casey Brown,1.53,5.63,1,31
2025-03-06,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,2476,ethical fashion brands,mobile,9593299,How to Build a Responsible Wardrobe,Devon Scott,1.25,6.68,1,45
2025-03-06,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3327,eco friendly clothing,mobile,9605678,How to Shop Responsibly,Alex Johnson,1.31,9.56,1,7
2025-03-06,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3870,recycled cotton hoodie,mobile,9167968,How to Wear Sustainable Hoodies in Style,Sydney Lewis,2.7,5.41,1,37
2025-03-08,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,8903,sustainable fabric shirts,tablet,8340911,How to Incorporate Sustainable Shirts into Your Wardrobe,Dakota Garcia,1.65,17.21,1,23
2025-03-09,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,3327,eco friendly clothing,mobile,9041017,Stylish Eco-Friendly Outfits to Try,Casey Brown,1.73,4.37,1,49
2025-03-09,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,8903,sustainable fabric shirts,tablet,2835547,Stylish Options for Green Living,Jamie Thompson,1.59,13.26,1,11
2025-03-10,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,2476,ethical fashion brands,mobile,4564224,Must-Know Brands for Ethical Fashion,Hayden Walker,1.36,7.65,1,36
2025-03-11,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,8733,waterproof hiking boots,mobile,3692441,How to Choose the Right Hiking Boots for Outdoor Adventures,Skyler Wright,1.31,3.34,1,26
2025-03-12,threadline_ecocollection_abtest01,Threadline Ecocollection Abtest01,2476,ethical fashion brands,mobile,4564224,Must-Know Brands for Ethical Fashion,Hayden Walker,1.12,12.96,1,22
2025-03-14,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,8733,waterproof hiking boots,mobile,3692441,How to Choose the Right Hiking Boots for Outdoor Adventures,Skyler Wright,1.29,6.92,1,27
2025-03-17,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,6182,all terrain hiking gear,tablet,4709493,How to Equip Yourself for Any Trail,Hayden Walker,1.64,18.72,1,9
2025-03-18,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,7724,mobile exclusive sneakers,mobile,5639437,How to Shop Sneakers on Your Phone,Taylor Smith,2.23,10.9,1,21
2025-03-19,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,4546,hiking boots for women,mobile,4025925,Hiking Boots for Women That Fit Perfectly,Jordan Lee,2.23,25.33,2,42
2025-03-19,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,4728,durable trail shoes,mobile,6436403,Durable Trail Shoes That Last,Devon Scott,1.49,16.69,1,26
2025-03-20,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,4728,durable trail shoes,mobile,7532503,Top Picks for Long-Lasting Hiking Footwear,Morgan Davis,1.73,14.56,1,25
2025-03-20,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,5462,men’s hiking footwear,tablet,5387692,Men’s Hiking Footwear That Combines Comfort and Style,Sydney Lewis,1.75,12.74,1,33
2025-03-21,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,4546,hiking boots for women,mobile,4025925,Hiking Boots for Women That Fit Perfectly,Jordan Lee,1.09,13.28,1,49
2025-03-21,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,5462,men’s hiking footwear,tablet,2959153,Best Boots for Every Adventure,Payton Green,1.44,1.72,1,32
2025-03-23,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,4546,hiking boots for women,mobile,4025925,Hiking Boots for Women That Fit Perfectly,Jordan Lee,1.13,13.23,1,20
2025-03-23,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,4728,durable trail shoes,mobile,7532503,Top Picks for Long-Lasting Hiking Footwear,Morgan Davis,1.86,13.97,1,13
2025-03-23,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,5462,men’s hiking footwear,tablet,2959153,Best Boots for Every Adventure,Payton Green,1.47,12.35,1,50
2025-03-23,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,6182,all terrain hiking gear,tablet,4709493,How to Equip Yourself for Any Trail,Hayden Walker,1.49,17.09,1,5
2025-03-24,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,6122,limited edition shoes,tablet,6540085,How to Spot the Best Limited Edition Sneakers,Quinn Clark,2.7,15.4,1,33
